Player,Year,Position,GP,TOI,G,A,P,g-adj,a-adj,p-adj,P1,trend_next,trend_cur,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
ADAM.BURISH,2010,R,63,744,7,6,13,9.111111111,7.80952381,16.92063492,10,1,0,1.05,0.81,9.98,0.81,583,716,-133,44.88,-2.57,23,23,0,50,-4.24,21.58,25.12,-3.54,46.21,-2,24,16,-8,130,10.49,6.67,0.54,8.54,100.77,31.83,25.78,29.27,48.3,29.08,50.13
ADAM.BURISH,2011,R,65,686,5,10,15,6.307692308,12.61538462,18.92307692,11,0,1,1.31,0.96,16.22,1.42,611,623,-12,49.51,0.47,21,21,0,50,2.38,20.1,22.21,-2.11,47.51,0.31,15,15,0,125,10.93,5.99,0.52,6.76,100.47,42.89,22.39,28.87,50.55,28.5,49.93
ADAM.BURISH,2012,R,46,418,0,2,2,0,3.565217391,3.565217391,1,0,0,0.29,0.14,0.33,0.05,339,430,-91,44.08,-9.2,4,10,-6,28.57,-22.54,12.36,14.97,-2.61,45.23,-10.8,8,12,4,69,9.9,2.94,0.42,0,97.86,39.46,19,27.88,50.25,27.31,49.29
ADAM.CRACKNELL,2016,R,69,676,9,6,15,10.69565217,7.130434783,17.82608696,12,0,0,1.33,1.07,21.03,1.87,668,642,26,50.99,1.63,26,20,6,56.52,8.76,24.12,25.29,-1.17,48.82,-0.73,5,11,6,157,13.93,6.51,0.58,11.54,101.36,50.14,20.22,28.01,48.67,27.98,49.74
ADAM.ERNE,2018,L,65,631,5,12,17,6.307692308,15.13846154,21.44615385,10,0,0,1.62,0.95,15.19,1.44,533,574,-41,48.15,-3.48,28,20,8,58.33,2.97,20.88,19.72,1.16,51.43,0.97,13,8,-5,123,11.69,5.18,0.49,8.33,103.3,43.03,20.28,27.76,50.68,27.82,49.7
ADAM.HALL,2008,R,74,622,4,4,8,4.432432432,4.432432432,8.864864865,7,1,0,0.77,0.67,11.26,1.09,478,522,-44,47.8,0.17,12,19,-7,38.71,-9.88,20.44,21.53,-1.09,48.7,0.9,6,17,11,130,12.54,6.36,0.61,5,97.83,34.44,19.19,27.88,46.4,28.31,49.67
ADAM.HALL,2010,R,82,938,7,7,14,7,7,14,13,0,1,0.9,0.83,23.49,1.5,770,780,-10,49.68,-2.84,23,35,-12,39.66,-14,34.93,25.06,9.87,58.23,3.48,10,19,9,232,14.84,13.07,0.84,4.49,95.59,41.83,24.99,28.23,50.75,29.1,50.02
ADAM.HALL,2012,R,37,308,0,3,3,0,6.648648649,6.648648649,2,0,0,0.58,0.39,0.28,0.05,193,292,-99,39.79,-7.83,6,8,-2,42.86,-7.88,7.46,9.77,-2.31,43.3,-2.83,4,6,2,47,9.15,2.1,0.41,0,99.91,15.66,17.41,26.98,47.84,28.11,50.29
ADAM.HENRIQUE,2011,C,74,"1,050",10,21,31,11.08108108,23.27027027,34.35135135,20,0,0,1.77,1.14,33.96,1.94,852,804,48,51.45,1.28,45,42,3,51.72,4.7,38.26,30.32,7.94,55.79,5.61,1,13,12,133,7.6,9.26,0.53,10.64,100.06,46.88,29.42,31.71,50.68,29.75,49.9
ADAM.HENRIQUE,2012,C,42,543,5,3,8,9.761904762,5.857142857,15.61904762,8,1,0,0.88,0.88,16.18,1.79,501,378,123,57,0.26,16,18,-2,47.06,2,19.05,14.84,4.21,56.21,1.41,7,7,0,91,10.05,5.58,0.62,9.62,98.16,47.47,27.4,30.26,56.04,29.33,49.14
ADAM.HENRIQUE,2013,C,77,990,14,8,22,14.90909091,8.519480519,23.42857143,18,1,1,1.33,1.09,28.42,1.72,825,739,86,52.75,-2.18,33,36,-3,47.83,1.16,37.39,30.16,7.23,55.35,0.09,6,14,8,156,9.45,11.51,0.7,15.22,99.23,51.74,26.97,29.55,54.6,29.16,49.6
ADAM.HENRIQUE,2014,C,75,988,10,12,22,10.93333333,13.12,24.05333333,17,1,1,1.34,1.03,16.74,1.02,796,941,-145,45.83,-1.26,34,36,-2,48.57,1.31,35.91,37.5,-1.59,48.92,3.18,10,7,-3,178,10.81,9.98,0.61,9.8,101.22,45.96,27.28,29.65,47.92,28.84,50.06
ADAM.HENRIQUE,2015,C,80,"1,061",18,11,29,18.45,11.275,29.725,19,0,1,1.64,1.07,22.61,1.28,738,881,-143,45.58,-0.48,46,37,9,55.42,14.63,36.1,34.76,1.34,50.95,5.29,8,10,2,161,9.11,10.99,0.62,17.65,103.19,50.7,28.07,30.49,47.42,29.38,50.03
ADAM.HENRIQUE,2016,C,82,"1,026",10,13,23,10,13,23,17,1,0,1.35,0.99,18.13,1.06,865,980,-115,46.88,-1.3,35,45,-10,43.75,0.58,36.22,41.07,-4.85,46.86,-1.3,13,14,1,177,10.35,10.64,0.62,10.1,99.26,48.21,26.09,29.41,48.14,29.25,50.27
ADAM.HENRIQUE,2017,C,81,"1,023",13,12,25,13.16049383,12.14814815,25.30864198,20,0,1,1.47,1.17,25.65,1.5,947,1018,-71,48.19,-0.87,39,25,14,60.94,7.69,40,41.72,-1.72,48.95,-1.18,6,9,3,171,10.03,11.08,0.65,13.83,103.21,46.32,26.27,29.69,48.94,28.62,49.74
ADAM.HENRIQUE,2018,C,81,994,10,14,24,10.12345679,14.17283951,24.2962963,18,0,0,1.45,1.09,19.6,1.18,843,981,-138,46.22,-1.77,36,33,3,52.17,6.51,35.24,39,-3.76,47.47,2.99,9,11,2,147,8.88,9.14,0.55,12.5,101.86,51.47,25.34,29.47,48.37,28.58,49.85
ADAM.LOWRY,2014,L,80,981,10,8,18,10.25,8.2,18.45,17,1,0,1.1,1.04,28,1.71,900,750,150,54.55,2.77,32,32,0,50,-4.82,36.88,33.89,2.99,52.11,-1.68,16,13,-3,164,10.03,11.15,0.68,10.64,99.17,54.32,26.63,29.33,50.55,28.37,50
ADAM.LOWRY,2015,L,74,855,7,9,16,7.756756757,9.972972973,17.72972973,12,0,1,1.12,0.84,10.62,0.75,685,777,-92,46.85,-5.62,24,33,-9,42.11,-11.03,30.86,31.71,-0.85,49.32,-0.12,16,11,-5,114,8,7.87,0.55,10.45,98.12,46.63,24.59,29.03,50.49,28.68,50.31
ADAM.LOWRY,2016,L,82,960,9,9,18,9,9,18,14,0,0,1.12,0.87,17.99,1.12,814,877,-63,48.14,-1.47,32,34,-2,48.48,-0.53,36,33.28,2.72,51.96,1.72,12,12,0,153,9.56,10.35,0.65,9.89,100.15,39.63,24.76,29.1,47.17,28.58,49.92
ADAM.LOWRY,2018,L,78,942,10,7,17,10.51282051,7.358974359,17.87179487,13,0,0,1.08,0.83,24.43,1.56,897,871,26,50.74,1.97,30,28,2,51.72,1.92,35.58,32.63,2.95,52.16,5.1,9,15,6,165,10.51,11.55,0.74,10.75,100.22,41.67,25.01,28.64,46.82,28.88,49.97
ADAM.MAIR,2008,C,75,740,7,11,18,7.653333333,12.02666667,19.68,13,0,0,1.46,1.05,13.8,1.12,617,679,-62,47.61,-2.06,25,21,4,54.35,5.05,25.08,24.2,0.88,50.89,-0.4,28,13,-15,129,10.46,7.39,0.6,9.46,101.25,52.88,22.38,28.67,49.62,28.19,49.43
ADAM.MAIR,2009,C,69,609,5,7,12,5.942028986,8.31884058,14.26086957,9,0,0,1.18,0.89,13.31,1.31,519,500,19,50.93,1.4,20,22,-2,47.62,-2.61,20.2,20.42,-0.22,49.73,0.11,19,12,-7,102,10.05,5.31,0.52,7.69,99.43,50,19.2,28.11,49.79,27.96,49.85
ADRIAN.KEMPE,2017,L,81,939,14,16,30,14.17283951,16.19753086,30.37037037,21,0,0,1.92,1.34,23.91,1.53,880,946,-66,48.19,-2.54,41,26,15,61.19,10.5,32.98,42.57,-9.59,43.65,-5.99,22,8,-14,172,10.99,8.23,0.53,14.58,104.1,67.65,24.12,29.56,50.16,28.75,49.92
ADRIAN.KEMPE,2018,L,81,971,10,11,21,10.12345679,11.13580247,21.25925926,15,0,0,1.3,0.93,22.91,1.42,895,831,64,51.85,4.55,29,36,-7,44.62,-0.61,35.39,33.04,2.35,51.72,4.77,17,12,-5,173,10.69,7.09,0.44,10.42,98.15,52.5,24.45,28.98,47.82,28.61,49.94
ALAN.QUINE,2016,C,61,665,3,12,15,4.032786885,16.13114754,20.16393443,9,0,0,1.35,0.81,10.97,0.99,622,734,-112,45.87,-2.7,34,33,1,50.75,-0.82,26.37,31.1,-4.73,45.88,-4.98,3,3,0,113,10.2,5.75,0.52,4.11,101.33,47.86,21.88,28.84,47.11,28.13,50.02
ALEKSANDER.BARKOV,2013,C,54,713,4,13,17,6.074074074,19.74074074,25.81481481,14,1,0,1.43,1.18,20.18,1.7,681,617,64,52.47,1.48,28,33,-5,45.9,0.25,28.62,24.28,4.34,54.1,4.81,4,5,1,101,8.5,4.85,0.41,6.06,98.01,52.07,27.96,30.74,50.76,29.38,49.73
ALEKSANDER.BARKOV,2014,C,71,976,13,15,28,15.01408451,17.32394366,32.33802817,20,1,1,1.72,1.23,31.51,1.94,872,798,74,52.22,2.04,36,35,1,50.7,2.8,33.46,30.21,3.25,52.55,2.43,4,6,2,152,9.34,7.36,0.45,13.54,99.42,47.56,28.52,30.26,51.27,29.11,49.88
ALEKSANDER.BARKOV,2015,C,66,908,17,18,35,21.12121212,22.36363636,43.48484848,28,0,1,2.31,1.85,36.3,2.4,764,820,-56,48.23,-0.85,50,33,17,60.24,3.81,33.16,34.41,-1.25,49.08,-0.85,2,16,14,183,12.1,10.92,0.72,13.93,103.71,46.07,29.55,31.27,48.64,29.54,49.88
ALEKSANDER.BARKOV,2016,C,61,849,15,16,31,20.16393443,21.50819672,41.67213115,27,0,0,2.19,1.91,39.88,2.82,817,668,149,55.02,4.73,41,30,11,57.75,18.82,32.84,30.11,2.73,52.17,4.65,2,12,10,153,10.81,7.69,0.54,15.96,101.24,54.92,29.43,30.82,50.21,29.39,50.04
ALEKSANDER.BARKOV,2017,C,79,"1,212",13,31,44,13.49367089,32.17721519,45.67088608,29,1,0,2.18,1.44,52.74,2.61,1231,1162,69,51.44,2.99,68,56,12,54.84,8.21,52.7,49.3,3.4,51.67,4.3,5,18,13,244,12.08,11.48,0.57,7.69,100.56,39.34,31.92,31.64,48.15,29.61,50.03
ALEKSANDER.BARKOV,2018,C,82,"1,253",18,31,49,18,31,49,39,0,1,2.35,1.87,50.09,2.4,1131,1191,-60,48.71,-1.03,70,65,5,51.85,9.19,53.68,56.93,-3.25,48.53,0.8,3,29,26,226,10.82,14.37,0.69,12.24,100.28,42.43,31.54,31.64,50.07,30.07,50.13
ALES.HEMSKY,2008,R,72,955,16,14,30,18.22222222,15.94444444,34.16666667,25,1,0,1.89,1.57,38.01,2.39,904,844,60,51.72,5.81,40,36,4,52.63,3.47,35.2,35.8,-0.6,49.58,1.55,12,25,13,237,14.9,8.58,0.54,12.21,100.62,48.62,29.67,30.67,46.53,29.99,50.11
ALES.HEMSKY,2010,R,47,627,10,14,24,17.44680851,24.42553191,41.87234043,21,0,1,2.3,2.01,18.77,1.8,544,624,-80,46.58,1.48,29,31,-2,48.33,8.96,22.95,28.94,-5.99,44.23,2.34,6,8,2,128,12.26,5.58,0.53,14.29,100.8,52.29,29.01,31.27,47.3,29.78,50.12
ALES.HEMSKY,2011,R,69,"1,008",9,15,24,10.69565217,17.82608696,28.52173913,19,0,0,1.43,1.13,25.65,1.53,919,905,14,50.38,3.59,31,36,-5,46.27,0.2,39.23,40.93,-1.7,48.94,2.63,13,10,-3,212,12.62,10.85,0.65,7.69,99.4,49.73,30.68,30.99,46.5,29.6,50.39
ALES.HEMSKY,2012,R,38,463,4,7,11,8.631578947,15.10526316,23.73684211,8,1,0,1.43,1.04,6.4,0.83,367,466,-99,44.06,-0.5,16,18,-2,47.06,0.9,15.53,21.35,-5.82,42.11,-3.35,8,3,-5,96,12.45,4.49,0.58,6.67,101,50.66,26.2,30.44,44.54,29.36,50.28
ALES.HEMSKY,2013,R,75,959,11,16,27,12.02666667,17.49333333,29.52,20,0,1,1.69,1.25,27.49,1.72,888,903,-15,49.58,2.71,39,45,-6,46.43,4.3,36.77,37.5,-0.73,49.51,4.36,11,12,1,200,12.51,10.29,0.64,9.02,98.74,47.78,27.28,30.6,45.91,29.32,50.08
ALES.HEMSKY,2014,R,76,849,8,13,21,8.631578947,14.02631579,22.65789474,12,1,0,1.48,0.85,27.95,1.98,896,832,64,51.85,-0.53,37,41,-4,47.44,-5.17,34.17,35.43,-1.26,49.09,-4.32,5,12,7,214,15.13,8.01,0.57,6.67,98.82,58.21,23.72,29.37,52.48,28.97,49.86
ALES.HEMSKY,2015,R,75,817,11,18,29,12.02666667,19.68,31.70666667,22,0,1,2.13,1.62,37.77,2.78,885,749,136,54.16,1.9,38,36,2,51.35,-0.31,37.14,33.62,3.52,52.49,-0.88,10,10,0,220,16.16,10.13,0.74,8.53,98.85,48.47,22.83,29.21,51.39,28.67,49.8
ALES.KOTALIK,2008,R,75,888,9,10,19,9.84,10.93333333,20.77333333,14,0,0,1.28,0.95,24.5,1.66,787,798,-11,49.65,2.93,35,37,-2,48.61,-0.59,30.15,30.84,-0.69,49.43,1.19,7,8,1,238,16.08,9.27,0.63,6.04,99.6,54.53,26.57,29.54,48.52,28.97,49.82
ALES.KOTALIK,2009,R,71,759,6,4,10,6.929577465,4.61971831,11.54929577,7,0,0,0.79,0.55,15.96,1.26,694,653,41,51.52,0.7,23,33,-10,41.07,-8.38,29.13,28.93,0.2,50.17,-0.18,19,8,-11,205,16.22,8.66,0.69,4.92,96.72,50.87,23.15,29.92,50.65,28.89,49.85
ALEX.BURMISTROV,2010,C,74,846,6,10,16,6.648648649,11.08108108,17.72972973,11,1,0,1.14,0.78,11.62,0.82,680,785,-105,46.42,-1.51,26,35,-9,42.62,-5.08,25.65,34.89,-9.24,42.37,-5.29,11,20,9,156,11.07,6.7,0.48,7.14,98.77,56.06,23.91,28.25,48.03,28.41,49.89
ALEX.BURMISTROV,2011,C,76,984,9,12,21,9.710526316,12.94736842,22.65789474,16,0,1,1.28,0.98,27.83,1.7,935,826,109,53.09,3.44,37,32,5,53.62,5.62,40.2,34.36,5.84,53.92,3.82,16,16,0,184,11.22,9.32,0.57,9.38,100.16,58.91,27.27,30,49.79,28.95,49.5
ALEX.BURMISTROV,2012,C,44,571,4,6,10,7.454545455,11.18181818,18.63636364,7,0,0,1.05,0.74,13.1,1.38,508,477,31,51.57,2.93,17,17,0,50,4.29,18.49,21.03,-2.54,46.79,-2.28,6,10,4,103,10.83,4.73,0.5,8.16,100.19,52.26,26.55,29.34,49.23,28.66,49.88
ALEX.BURMISTROV,2015,C,81,"1,044",5,11,16,5.061728395,11.13580247,16.19753086,10,0,0,0.92,0.57,13.47,0.77,851,908,-57,48.38,-4.1,26,40,-14,39.39,-14.73,31.5,39.92,-8.42,44.11,-8.13,14,20,6,182,10.46,8.18,0.47,5.62,97.34,51.96,27.36,29.63,51.57,28.68,49.82
ALEX.BURROWS,2008,L,81,"1,024",20,20,40,20.24691358,20.24691358,40.49382716,30,0,0,2.34,1.76,48.13,2.82,954,829,125,53.51,5.81,53,36,17,59.55,4.69,42.47,34.07,8.4,55.49,7.89,37,37,0,239,14.01,13.58,0.8,13.89,102.18,44.46,28.95,31.16,48.13,29.51,50.33
ALEX.BURROWS,2009,L,82,"1,070",19,20,39,19,20,39,31,1,0,2.19,1.74,52.92,2.97,1089,902,187,54.7,4.33,60,38,22,61.22,8.52,49.45,38.34,11.11,56.33,7.15,34,31,-3,250,14.01,14.44,0.81,11.66,102.99,57.21,29.16,32.04,52.73,29.98,49.53
ALEX.BURROWS,2010,L,72,954,22,19,41,25.05555556,21.63888889,46.69444444,25,0,1,2.58,1.57,49,3.08,966,805,161,54.55,3.08,52,33,19,61.18,6.15,41.66,37.31,4.35,52.75,4.08,22,25,3,227,14.27,14.85,0.93,17.32,102.72,71.99,28.43,32.14,53.84,30,49.63
ALEX.BURROWS,2011,L,80,"1,095",21,16,37,21.525,16.4,37.925,33,0,0,2.03,1.81,57.13,3.13,1147,835,312,57.87,7.09,52,32,20,61.9,10.9,43.85,39.52,4.33,52.6,5.7,25,24,-1,268,14.68,15.78,0.86,13.55,102.34,75.41,29.12,31.4,52.32,29.94,49.6
ALEX.BURROWS,2012,L,47,626,12,9,21,20.93617021,15.70212766,36.63829787,18,0,0,2.01,1.73,34.69,3.33,629,450,179,58.29,9.39,34,15,19,69.39,24.53,29.04,16.52,12.52,63.74,18.32,13,13,0,157,15.05,11.19,1.07,11.76,104.52,62.13,28.33,31.85,52.24,29.94,49.68
ALEX.BURROWS,2013,L,49,641,3,5,8,5.020408163,8.367346939,13.3877551,6,1,0,0.75,0.56,19.34,1.81,691,534,157,56.41,5.22,16,22,-6,42.11,-3.7,25.91,21.62,4.29,54.51,3.86,17,18,1,159,14.89,7.36,0.69,3.8,96.4,60.58,27.99,31.65,51.3,29.48,49.93
ALEX.BURROWS,2014,L,70,814,11,10,21,12.88571429,11.71428571,24.6,16,0,1,1.55,1.18,26.15,1.93,764,689,75,52.58,4.63,32,38,-6,45.71,-2.11,31.83,30.85,0.98,50.78,5.2,19,16,-3,178,13.12,8.77,0.65,10.28,96.72,52.11,24.46,29.86,49.97,29.29,50.31
ALEX.BURROWS,2015,L,79,877,6,8,14,6.227848101,8.303797468,14.53164557,9,1,0,0.96,0.62,14.54,0.99,747,803,-56,48.19,1.29,19,28,-9,40.43,-5.9,27.68,35.67,-7.99,43.69,-1.31,10,14,4,166,11.35,8.09,0.55,6,98.37,49.81,23.06,29.17,46.68,28.69,49.99
ALEX.BURROWS,2016,L,75,938,11,14,25,12.02666667,15.30666667,27.33333333,19,0,1,1.6,1.22,25.33,1.62,811,876,-65,48.07,-2.08,37,35,2,51.39,3.04,33.97,36.2,-2.23,48.41,-0.19,14,14,0,217,13.89,9.8,0.63,8.46,100.79,51.67,25.49,29.69,47.82,28.77,50.02
ALEX.BURROWS,2017,L,71,660,3,7,10,3.464788732,8.084507042,11.54929577,5,0,0,0.91,0.45,6.09,0.55,540,626,-86,46.31,-0.63,15,24,-9,38.46,-5.72,20.02,22.1,-2.08,47.53,3.07,14,8,-6,125,11.37,5.25,0.48,4.35,97.53,49.34,19.31,27.78,47.13,27.91,49.77
ALEX.CHIASSON,2013,R,79,847,6,14,20,6.227848101,14.53164557,20.75949367,13,0,0,1.42,0.92,16.67,1.18,763,776,-13,49.58,-1.46,32,48,-16,40,-15.5,32.56,35.35,-2.79,47.95,-3.81,11,9,-2,174,12.33,10.08,0.71,7.5,96.92,55.26,22.79,29.28,50.64,28.79,49.75
ALEX.CHIASSON,2014,R,76,781,7,10,17,7.552631579,10.78947368,18.34210526,12,0,0,1.31,0.92,16.5,1.27,715,688,27,50.96,0.99,22,30,-8,42.31,-11.54,25.76,27.07,-1.31,48.76,-2.68,18,7,-11,128,9.84,6.86,0.53,9.21,98.57,53.02,21.81,29.78,50.25,28.5,49.59
ALEX.CHIASSON,2015,R,76,820,4,6,10,4.315789474,6.473684211,10.78947368,9,1,0,0.73,0.66,4.17,0.31,631,806,-175,43.91,-4.6,25,23,2,52.08,-0.17,25.41,31.01,-5.6,45.04,-3.57,14,7,-7,120,8.79,6.73,0.49,5.56,102.51,38.48,22.43,29.57,47.6,28.7,50.21
ALEX.CHIASSON,2016,R,81,933,11,9,20,11.13580247,9.111111111,20.24691358,15,0,1,1.29,0.96,23.11,1.49,824,759,65,52.05,2.15,31,36,-5,46.27,-4.2,30.36,29.86,0.5,50.42,2.01,12,6,-6,148,9.52,7.19,0.46,11.7,97.85,57.29,24.45,29.42,48.9,28.55,49.69
ALEX.CHIASSON,2018,R,73,964,12,8,20,13.47945205,8.98630137,22.46575342,19,0,0,1.24,1.18,13.29,0.83,805,967,-162,45.43,-3.8,32,33,-1,49.23,4.43,35.36,41.39,-6.03,46.07,-1.24,14,10,-4,153,9.52,10.02,0.62,14.29,101.2,47.21,26.87,31.68,48.49,29.2,50.01
ALEX.DEBRINCAT,2017,R,82,980,17,15,32,17,15,32,26,1,0,1.96,1.59,44.54,2.73,1044,898,146,53.76,1.85,51,38,13,57.3,13.55,38.11,40.69,-2.58,48.36,-1.62,3,12,9,268,16.41,11.2,0.69,12.06,102.02,57.19,24.87,29.17,51.65,28.59,49.83
ALEX.DEBRINCAT,2018,R,80,"1,086",24,20,44,24.6,20.5,45.1,31,0,1,2.43,1.71,43.09,2.38,1054,1079,-25,49.41,0.24,66,57,9,53.66,5.33,40.34,50.24,-9.9,44.54,-0.63,6,9,3,280,15.47,11.48,0.63,15.89,101.68,58.65,27.63,30.42,49.35,29.02,49.96
ALEX.FROLOV,2008,L,77,"1,016",15,12,27,15.97402597,12.77922078,28.75324675,20,0,0,1.6,1.18,28,1.65,934,888,46,51.26,0.57,37,42,-5,46.84,1.9,39.83,36.76,3.07,52,0.66,12,11,-1,181,10.69,12.11,0.72,15,98.96,50.52,30.1,30.34,50.38,29.67,50.48
ALEX.FROLOV,2009,L,81,"1,120",10,19,29,10.12345679,19.2345679,29.35802469,23,0,0,1.55,1.23,35.77,1.92,994,873,121,53.24,3.43,43,46,-3,48.31,-4.2,41.01,38.25,2.76,51.74,0.94,9,11,2,212,11.36,11.94,0.64,7.94,98.07,52.24,30.13,30.33,48.34,29.37,50.09
ALEX.GALCHENYUK,2012,C,48,526,9,16,25,15.375,27.33333333,42.70833333,21,0,0,2.85,2.39,26.09,2.98,515,498,17,50.84,-2.69,32,17,15,65.31,13.31,21.7,16.65,5.05,56.58,1.4,9,6,-3,120,13.68,6.6,0.75,13.64,104.94,58.77,24.06,29.03,52.34,28.28,49.51
ALEX.GALCHENYUK,2013,C,65,778,8,10,18,10.09230769,12.61538462,22.70769231,16,1,0,1.39,1.23,13.75,1.06,723,810,-87,47.16,0.32,23,38,-15,37.7,-17.07,29.26,28.96,0.3,50.26,1.46,12,14,2,144,11.11,7.72,0.6,9.76,97.05,50,25.92,30.63,47.33,29.12,49.79
ALEX.GALCHENYUK,2014,C,80,"1,070",15,17,32,15.375,17.425,32.8,27,1,1,1.79,1.51,37.54,2.1,1070,1035,35,50.83,3.39,48,36,12,57.14,3.47,41.68,42.61,-0.93,49.45,1.09,14,18,4,221,12.39,11.68,0.65,12.4,102.07,57.31,27.95,30.91,49.33,29.32,49.88
ALEX.GALCHENYUK,2015,C,81,"1,035",19,17,36,19.2345679,17.20987654,36.44444444,28,0,1,2.09,1.62,45.38,2.63,1076,950,126,53.11,2.41,51,45,6,53.12,6.89,44.02,38.93,5.09,53.07,2.95,8,13,5,249,14.44,14.19,0.82,12.84,100.03,63.75,26.69,29.52,51.35,28.92,49.66
ALEX.GALCHENYUK,2016,C,61,792,7,16,23,9.409836066,21.50819672,30.91803279,17,0,0,1.74,1.29,21.34,1.62,782,778,4,50.13,-2.36,34,37,-3,47.89,-6.38,32.84,35.14,-2.3,48.31,-4.62,7,6,-1,146,11.07,6.68,0.51,9.59,99.96,66.38,26.25,30.24,53.56,28.92,49.55
ALEX.GALCHENYUK,2017,C,82,"1,026",8,16,24,8,16,24,19,0,0,1.4,1.11,23.24,1.36,1027,1068,-41,49.02,-2.02,27,41,-14,39.71,-7.57,38.83,44.13,-5.3,46.81,-6.05,7,7,0,231,13.51,9.82,0.57,6.5,97.8,53.93,26.05,28.97,50.99,28.68,49.74
ALEX.GALCHENYUK,2018,C,71,843,9,9,18,10.3943662,10.3943662,20.78873239,13,0,0,1.28,0.93,14.11,1,760,843,-83,47.41,-0.46,25,38,-13,39.68,-9.02,31.34,37.99,-6.65,45.2,-4.72,13,13,0,173,12.31,9.43,0.67,10.47,97.78,62.02,24.73,29.44,49.44,28.66,50.11
ALEX.IAFALLO,2017,C,75,"1,030",8,13,21,8.746666667,14.21333333,22.96,16,1,0,1.22,0.93,31.15,1.81,985,893,92,52.45,3.06,41,33,8,55.41,2.69,37.93,37.93,0,50,1.97,6,11,5,208,12.12,10.63,0.62,6.84,101.01,47.84,28.69,32.3,50.55,29.85,50.18
ALEX.IAFALLO,2018,C,82,"1,169",11,14,25,11,14,25,19,0,1,1.28,0.98,20.54,1.05,1006,1116,-110,47.41,-1.17,43,51,-8,45.74,0.67,38.53,47.64,-9.11,44.71,-4.62,9,5,-4,182,9.34,10.11,0.52,10.09,99.42,44.08,29.08,32.19,46.8,29.47,50.26
ALEX.KERFOOT,2017,C,79,826,14,12,26,14.53164557,12.4556962,26.98734177,21,0,0,1.89,1.52,19.25,1.4,721,816,-95,46.91,-0.71,36,30,6,54.55,3.6,27.06,30.4,-3.34,47.09,0.83,12,10,-2,101,7.33,6.13,0.45,24.56,102.49,52.01,22.43,28.68,47.47,28.42,49.94
ALEX.KERFOOT,2018,C,76,922,9,13,22,9.710526316,14.02631579,23.73684211,18,0,0,1.43,1.17,26.01,1.69,892,840,52,51.5,2.23,32,35,-3,47.76,-4.53,35.48,29.59,5.89,54.53,6.32,15,11,-4,156,10.15,9.12,0.59,9.18,98.69,54.92,25.87,29.03,48.42,28.69,49.89
ALEX.KILLORN,2012,C,38,503,5,9,14,10.78947368,19.42105263,30.21052632,11,0,0,1.67,1.31,12.91,1.54,425,454,-29,48.35,0.46,21,26,-5,44.68,-4.44,16.4,16.95,-0.55,49.18,0.37,6,4,-2,113,13.49,5.33,0.64,7.58,99.17,48.58,27.37,30.11,47.22,28.91,49.91
ALEX.KILLORN,2013,C,82,"1,143",11,18,29,11,18,29,18,1,0,1.52,0.95,34.82,1.83,1060,989,71,51.73,1.04,51,40,11,56.04,2.85,39.15,40.2,-1.05,49.34,-2.12,21,14,-7,242,12.71,10.39,0.55,7.97,101.35,52.17,29.43,29.6,50.92,29.34,49.8
ALEX.KILLORN,2014,C,71,926,11,21,32,12.70422535,24.25352113,36.95774648,23,0,1,2.07,1.49,40.25,2.61,898,731,167,55.13,2.48,43,34,9,55.84,-0.93,33.94,27.6,6.34,55.15,0.56,12,14,2,178,11.53,8.95,0.58,10.58,100.03,60.86,28,30.01,50.94,28.93,49.32
ALEX.KILLORN,2015,C,81,"1,081",7,21,28,7.086419753,21.25925926,28.34567901,22,0,0,1.55,1.22,35.91,1.99,1030,911,119,53.07,1.58,48,37,11,56.47,3.72,37.11,34.73,2.38,51.66,0.8,16,17,1,216,11.99,8.88,0.49,6.31,101.57,52.68,28.63,29.9,50.99,29.25,49.88
ALEX.KILLORN,2016,C,81,"1,083",13,10,23,13.16049383,10.12345679,23.28395062,21,1,0,1.27,1.16,28.29,1.57,1005,953,52,51.33,-0.11,36,43,-7,45.57,-3.94,34.55,39.1,-4.55,46.91,-4.9,22,18,-4,227,12.57,10.15,0.56,9.85,99.01,53.47,28.07,29.95,51.17,28.84,49.93
ALEX.KILLORN,2017,C,82,942,11,23,34,11,23,34,26,0,1,2.17,1.66,42.98,2.74,982,818,164,54.56,3.86,56,36,20,60.87,5.05,39.79,30.85,8.94,56.33,4.7,13,8,-5,211,13.44,9.88,0.63,9.57,102.97,53.48,24.23,28.92,49.78,28.64,49.65
ALEX.KILLORN,2018,C,82,917,12,15,27,12,15,27,23,0,0,1.77,1.5,38.49,2.52,932,771,161,54.73,4.11,44,27,17,61.97,6.65,37.11,29.14,7.97,56.02,4.3,16,9,-7,236,15.44,10.51,0.69,9.84,102.67,46.12,23.44,28.79,50.11,28.6,49.86
